OriginalQuery,RewrittenQuery,Type
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a non-compete clause in this contract?","What can be inferred about the contract's terms regarding competition from the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include an exclusivity agreement?","""What terms are commonly included in pharmaceutical licensing agreements that involve exclusivity arrangements?""  (Rephrased)",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Can this contract be terminated for convenience, and under what conditions?",What kind of events or changes might trigger termination under the terms of an agreement for the Exclusive License and Product Development of a compound?,vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What happens in the event of a change of control of one of the parties in this contract?","""What typically happens when a change of control occurs in a contract with an exclusive license and product development agreement?""  ""How do contracts with exclusive license and product development agreements usually handle changes in control?""  ""What are the implications of a change in control on a contract with an exclusive license and product development agreement?""  ""How are changes in control addressed in a contract with an exclusive license and product development agreement?""  ""What are the contractually defined consequences of a change in control for an exclusive",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there an anti-assignment clause in this contract?","""In the event of a breach of exclusivity obligations, what are the consequences for the parties involved in a License and Product Development Agreement",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include any revenue or profit-sharing arrangements?",What types of revenue or profit-sharing arrangements are commonly included in Exclusive License and Product Development Agreements? 1,vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a minimum commitment required under this contract?","""Do license agreements in product development typically permit sublicensing by the licensor?""",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include any volume restrictions?",Are there any volume-related clauses in Exclusive License and Product Development Agreements?,vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What licenses are granted under this contract?","""In an agreement between a pharmaceutical company and its partner, what are the standard licenses",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Are there any services to be provided after the termination of this contract?","""Do agreements for product development include ongoing commitments beyond contract expiration?""",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What are the audit rights under this contract?","""How common is it for license agreements to include provisions for monitoring and verifying compliance?""",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a cap on liability under this contract?","""Are there any instances where a Non-Disclosure Agreement does not transfer rights to Confidential Information?""",vague
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What are the insurance requirements under this contract?",What contractual provisions typically pertain to insurance obligations in agreements for product development and licensing?,vague
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What is the expiration date of this contract?","""What is the typical lifespan of contracts for joint development agreements?""",vague
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What is the governing law for this contract?","""In agreements for joint development, what laws usually apply to the contract's jurisdiction?""",vague
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Are there any exceptions to competitive restrictions in this contract?","""Do Joint Development Agreements typically have exceptions to competitive restrictions?""",vague
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Is there a non-compete clause in this contract?",Do companies typically include non-compete clauses in joint development agreements for fuel cell technology?,vague
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Can this contract be terminated for convenience, and under what conditions?","What contractual termination options do Joint Development Agreements typically offer, especially in terms of termination for convenience?  -1?",vague
